home_last5_w,home_last5_d,home_last5_l,home_last5_pts,away_last5_w,away_last5_d,away_last5_l,away_last5_pts,home_last5_all_pts,away_last5_all_pts,home_goals_for,home_goals_against,away_goals_for,away_goals_against,h2h_home_w,h2h_away_w,h2h_draw,home_days_rest,away_days_rest,home_ranking_pts,away_ranking_pts,ranking_diff,home_uefa_coef,away_uefa_coef,uefa_coef_diff,is_knockout,matchday,result,home_team,away_team,match_date,home_score,away_score
4,1,0,13,2,1,2,7,10,10,1.8,0.8,2.0,1.8,0,0,0,8,7,0,0,0,50.0,50.0,0.0,0,8,1,Lille OSC,Feyenoord Rotterdam,2025-01-29 21:00:00+00:00,6.0,1.0
1,2,1,5,3,0,2,9,7,15,1.25,1.25,1.6,1.6,0,0,0,7,7,0,0,0,55.0,72.0,-17.0,0,8,1,GNK Dinamo Zagreb,AC Milan,2025-01-29 21:00:00+00:00,2.0,1.0
2,0,1,6,3,0,2,9,6,4,1.6666666666666667,0.6666666666666666,1.8,1.6,0,0,0,8,8,0,0,0,85.0,71.0,14.0,0,8,2,Juventus FC,SL Benfica,2025-01-29 21:00:00+00:00,0.0,2.0
3,0,0,9,2,1,2,7,7,0,2.3333333333333335,0.0,1.6,2.4,0,0,0,8,7,0,0,0,76.0,45.0,31.0,0,8,1,Bayer 04 Leverkusen,AC Sparta Praha,2025-01-29 21:00:00+00:00,2.0,0.0
4,1,0,13,1,1,1,4,12,9,1.4,0.0,1.0,1.6666666666666667,0,0,0,7,8,0,0,0,79.0,50.0,29.0,0,8,1,FC Internazionale Milano,AS Monaco FC,2025-01-29 21:00:00+00:00,3.0,0.0
4,0,1,12,3,0,0,9,15,10,3.2,1.2,3.6666666666666665,0.3333333333333333,0,0,0,8,8,0,0,0,98.0,72.0,26.0,0,8,0,FC Barcelona,Atalanta BC,2025-01-29 21:00:00+00:00,2.0,2.0
3,0,2,9,0,1,4,1,6,6,2.2,1.2,1.2,2.2,0,0,0,8,7,0,0,0,78.0,50.0,28.0,0,8,1,Borussia Dortmund,FK Shakhtar Donetsk,2025-01-29 21:00:00+00:00,3.0,1.0
4,1,0,13,0,2,3,2,9,0,2.8,0.8,0.6,2.2,0,0,0,7,8,0,0,0,107.0,50.0,57.0,0,8,1,FC Bayern München,ŠK Slovan Bratislava,2025-01-29 21:00:00+00:00,3.0,1.0
1,1,1,4,2,0,3,6,9,7,2.0,1.3333333333333333,1.4,1.0,0,0,0,8,7,0,0,0,50.0,92.0,-42.0,0,8,2,VfB Stuttgart,Paris Saint-Germain FC,2025-01-29 21:00:00+00:00,1.0,4.0
1,0,2,3,0,1,4,1,3,3,0.3333333333333333,1.0,1.0,2.0,0,0,0,8,7,0,0,0,50.0,50.0,0.0,0,8,1,SK Sturm Graz,RB Leipzig,2025-01-29 21:00:00+00:00,1.0,0.0
2,1,0,7,2,1,2,7,7,9,1.3333333333333333,0.6666666666666666,1.4,1.4,0,0,0,7,7,0,0,0,50.0,128.0,-78.0,0,8,2,Stade Brestois 29,Real Madrid CF,2025-01-29 21:00:00+00:00,0.0,3.0
1,0,2,3,1,1,3,4,3,12,1.3333333333333333,1.3333333333333333,1.0,0.8,0,0,0,7,7,0,0,0,50.0,97.0,-47.0,0,8,2,Girona FC,Arsenal FC,2025-01-29 21:00:00+00:00,1.0,2.0
2,1,0,7,0,2,3,2,7,9,1.0,0.0,0.2,3.0,0,0,0,8,7,0,0,0,50.0,45.0,5.0,0,8,1,Aston Villa FC,Celtic FC,2025-01-29 21:00:00+00:00,4.0,2.0
2,0,3,6,0,0,5,0,0,3,1.2,2.4,0.6,3.0,1,0,1,7,8,0,0,0,46.0,38.0,8.0,0,8,2,BSC Young Boys,FK Crvena Zvezda,2025-01-29 21:00:00+00:00,0.0,1.0
2,0,1,6,0,1,2,1,6,4,2.3333333333333335,2.0,0.0,1.3333333333333333,0,0,0,7,8,0,0,0,64.0,50.0,14.0,0,8,0,Sporting Clube de Portugal,Bologna FC 1909,2025-01-29 21:00:00+00:00,1.0,1.0
2,1,1,7,2,0,3,6,6,9,1.0,1.25,1.4,1.0,0,0,0,12,12,0,0,0,50.0,92.0,-42.0,0,1,2,Stade Brestois 29,Paris Saint-Germain FC,2025-02-11 18:45:00+00:00,0.0,3.0
2,1,1,7,3,0,2,9,4,9,2.0,1.75,2.0,1.4,0,0,0,13,13,0,0,0,64.0,78.0,-14.0,0,1,2,Sporting Clube de Portugal,Borussia Dortmund,2025-02-11 21:00:00+00:00,0.0,3.0
2,0,2,6,1,1,3,4,6,12,1.25,1.0,1.0,1.8,1,0,0,13,13,0,0,0,85.0,58.0,27.0,0,1,1,Juventus FC,PSV,2025-02-11 21:00:00+00:00,2.0,1.0
2,3,0,9,3,0,2,9,4,9,2.4,1.0,1.6,1.0,0,0,2,13,13,0,0,0,103.0,128.0,-25.0,0,1,2,Manchester City FC,Real Madrid CF,2025-02-11 21:00:00+00:00,2.0,3.0
2,1,1,7,3,1,0,10,8,10,0.75,1.0,3.25,0.75,0,0,0,13,13,0,0,0,50.0,72.0,-22.0,0,1,1,Club Brugge KV,Atalanta BC,2025-02-12 18:45:00+00:00,2.0,1.0
3,0,1,9,4,0,1,12,6,7,2.5,1.25,2.0,1.0,0,1,0,14,14,0,0,0,50.0,71.0,-21.0,0,1,2,AS Monaco FC,SL Benfica,2025-02-12 21:00:00+00:00,0.0,1.0
4,1,0,13,1,0,4,3,8,12,2.4,0.8,1.4,2.2,0,0,0,14,14,0,0,0,45.0,107.0,-62.0,0,1,2,Celtic FC,FC Bayern München,2025-02-12 21:00:00+00:00,1.0,2.0
2,0,3,6,3,0,2,9,7,12,1.8,2.4,1.8,1.4,0,0,0,14,14,0,0,0,50.0,72.0,-22.0,0,1,1,Feyenoord Rotterdam,AC Milan,2025-02-12 21:00:00+00:00,1.0,0.0
3,0,2,9,2,1,2,7,9,10,1.6,1.6,2.2,2.8,0,1,0,5,5,0,0,0,72.0,50.0,22.0,0,2,0,AC Milan,Feyenoord Rotterdam,2025-02-18 18:45:00+00:00,1.0,1.0
1,2,2,5,1,1,2,4,10,3,2.4,2.2,0.75,2.0,2,0,0,6,6,0,0,0,71.0,50.0,21.0,0,2,0,SL Benfica,AS Monaco FC,2025-02-18 21:00:00+00:00,3.0,3.0
4,1,0,13,0,2,3,2,12,5,3.2,1.0,0.6,2.6,1,0,0,6,6,0,0,0,107.0,45.0,62.0,0,2,0,FC Bayern München,Celtic FC,2025-02-18 21:00:00+00:00,1.0,1.0
1,2,1,5,1,1,2,4,7,8,1.75,0.75,1.0,1.75,0,1,0,6,6,0,0,0,72.0,50.0,22.0,0,2,2,Atalanta BC,Club Brugge KV,2025-02-18 21:00:00+00:00,1.0,3.0
3,0,2,9,1,1,2,4,9,1,2.6,1.4,1.25,1.25,1,0,0,7,7,0,0,0,78.0,64.0,14.0,0,2,0,Borussia Dortmund,Sporting Clube de Portugal,2025-02-19 18:45:00+00:00,0.0,0.0
3,2,0,11,1,3,0,6,9,8,2.4,1.2,1.0,0.75,0,2,0,8,8,0,0,0,58.0,85.0,-27.0,0,2,1,PSV,Juventus FC,2025-02-19 21:00:00+00:00,3.0,1.0
4,0,1,12,1,1,3,4,12,4,3.2,1.6,2.0,2.6,1,0,2,8,8,0,0,0,128.0,103.0,25.0,0,2,1,Real Madrid CF,Manchester City FC,2025-02-19 21:00:00+00:00,3.0,1.0
2,1,2,7,2,0,2,6,12,3,1.4,1.2,1.5,1.5,1,0,0,8,8,0,0,0,92.0,50.0,42.0,0,2,1,Paris Saint-Germain FC,Stade Brestois 29,2025-02-19 21:00:00+00:00,7.0,0.0
3,1,1,10,2,0,2,6,10,7,1.0,1.0,1.5,1.0,1,0,0,13,33,0,0,0,50.0,50.0,0.0,0,2,2,Club Brugge KV,Aston Villa FC,2025-03-04 18:45:00+00:00,1.0,3.0
4,0,1,12,3,0,2,9,15,15,3.4,1.6,2.8,2.0,0,0,0,13,34,0,0,0,128.0,88.0,40.0,0,2,1,Real Madrid CF,Club Atlético de Madrid,2025-03-04 21:00:00+00:00,2.0,1.0
4,1,0,13,2,1,2,7,9,12,2.8,1.2,1.4,0.8,0,1,1,13,34,0,0,0,58.0,97.0,-39.0,0,2,2,PSV,Arsenal FC,2025-03-04 21:00:00+00:00,1.0,7.0
3,1,1,10,2,0,3,6,7,10,2.6,1.0,1.4,1.6,0,0,0,13,34,0,0,0,78.0,50.0,28.0,0,2,0,Borussia Dortmund,Lille OSC,2025-03-04 21:00:00+00:00,1.0,1.0
3,0,2,9,2,1,2,7,10,12,1.8,1.8,0.6,0.6,0,0,0,15,34,0,0,0,50.0,79.0,-29.0,0,2,2,Feyenoord Rotterdam,FC Internazionale Milano,2025-03-05 18:45:00+00:00,0.0,2.0
3,1,1,10,3,0,1,9,15,12,2.8,1.0,1.75,1.0,0,0,0,14,35,0,0,0,92.0,84.0,8.0,0,2,2,Paris Saint-Germain FC,Liverpool FC,2025-03-05 21:00:00+00:00,0.0,1.0
4,1,0,13,1,1,2,4,10,9,3.0,0.8,1.5,1.75,0,0,0,15,35,0,0,0,107.0,76.0,31.0,0,2,1,FC Bayern München,Bayer 04 Leverkusen,2025-03-05 21:00:00+00:00,3.0,0.0
1,2,2,5,4,0,1,12,8,13,2.4,2.2,3.4,2.4,0,1,0,15,35,0,0,0,71.0,98.0,-27.0,0,2,2,SL Benfica,FC Barcelona,2025-03-05 21:00:00+00:00,0.0,1.0
3,1,1,10,4,0,1,12,13,7,3.0,1.4,1.6,0.8,2,0,0,5,5,0,0,0,98.0,71.0,27.0,0,2,1,FC Barcelona,SL Benfica,2025-03-11 18:45:00+00:00,3.0,1.0
4,0,0,12,2,0,3,6,9,10,2.25,0.0,1.6,2.0,0,1,0,6,6,0,0,0,76.0,107.0,-31.0,0,2,2,Bayer 04 Leverkusen,FC Bayern München,2025-03-11 21:00:00+00:00,0.0,2.0
5,0,0,15,2,2,1,8,12,7,2.0,0.0,2.2,2.6,1,0,0,6,6,0,0,0,79.0,50.0,29.0,0,2,1,FC Internazionale Milano,Feyenoord Rotterdam,2025-03-11 21:00:00+00:00,2.0,1.0
4,0,0,12,3,0,2,9,12,12,2.5,0.25,2.0,0.8,1,0,0,6,6,0,0,0,84.0,92.0,-8.0,0,2,2,Liverpool FC,Paris Saint-Germain FC,2025-03-11 21:00:00+00:00,0.0,1.0
4,1,0,13,3,0,2,9,10,8,2.6,0.8,2.4,1.4,0,0,1,7,7,0,0,0,50.0,78.0,-28.0,0,2,2,Lille OSC,Borussia Dortmund,2025-03-12 18:45:00+00:00,1.0,2.0
3,1,0,10,2,1,2,7,10,7,1.75,0.5,1.4,1.6,1,1,0,8,8,0,0,0,50.0,50.0,0.0,0,2,1,Aston Villa FC,Club Brugge KV,2025-03-12 21:00:00+00:00,3.0,0.0
4,0,1,12,3,0,2,9,12,15,2.0,1.4,1.8,1.4,0,1,0,8,8,0,0,0,88.0,128.0,-40.0,0,2,1,Club Atlético de Madrid,Real Madrid CF,2025-03-12 21:00:00+00:00,1.0,0.0
4,1,0,13,1,1,3,4,15,9,2.2,0.4,1.2,1.8,2,0,1,8,8,0,0,0,97.0,58.0,39.0,0,2,0,Arsenal FC,PSV,2025-03-12 21:00:00+00:00,2.0,2.0
4,1,0,13,3,0,2,9,13,12,2.2,0.4,1.8,1.4,0,0,0,27,27,0,0,0,97.0,128.0,-31.0,0,2,1,Arsenal FC,Real Madrid CF,2025-04-08 21:00:00+00:00,3.0,0.0
4,1,0,13,3,1,1,10,13,12,1.8,0.4,0.8,0.2,0,0,0,28,28,0,0,0,107.0,79.0,28.0,0,2,2,FC Bayern München,FC Internazionale Milano,2025-04-08 21:00:00+00:00,1.0,2.0
2,1,2,7,3,0,2,9,12,12,2.6,1.2,1.8,1.0,0,0,0,29,28,0,0,0,92.0,50.0,42.0,0,2,1,Paris Saint-Germain FC,Aston Villa FC,2025-04-09 21:00:00+00:00,3.0,1.0
4,1,0,13,3,0,2,9,13,11,3.4,0.8,2.2,1.6,1,0,0,29,28,0,0,0,98.0,78.0,20.0,0,2,1,FC Barcelona,Borussia Dortmund,2025-04-09 21:00:00+00:00,4.0,0.0
4,1,0,13,4,0,1,12,9,12,2.0,0.4,2.2,0.4,0,1,0,6,6,0,0,0,50.0,92.0,-42.0,0,2,1,Aston Villa FC,Paris Saint-Germain FC,2025-04-15 21:00:00+00:00,3.0,2.0
2,2,1,8,4,0,1,12,8,13,1.4,1.0,3.0,2.0,0,2,0,6,6,0,0,0,78.0,98.0,-20.0,0,2,1,Borussia Dortmund,FC Barcelona,2025-04-15 21:00:00+00:00,3.0,1.0
5,0,0,15,3,0,2,9,15,10,2.2,0.2,2.0,1.8,1,0,0,8,8,0,0,0,79.0,107.0,-28.0,0,2,0,FC Internazionale Milano,FC Bayern München,2025-04-16 21:00:00+00:00,2.0,2.0
4,0,1,12,3,1,1,10,9,13,3.2,1.6,2.8,0.8,0,1,0,8,8,0,0,0,128.0,97.0,31.0,0,2,2,Real Madrid CF,Arsenal FC,2025-04-16 21:00:00+00:00,1.0,2.0
4,1,0,13,4,0,1,12,13,9,2.4,0.4,2.6,0.8,1,0,0,13,14,0,0,0,97.0,92.0,5.0,0,2,2,Arsenal FC,Paris Saint-Germain FC,2025-04-29 21:00:00+00:00,0.0,1.0
4,1,0,13,4,0,1,12,10,13,3.2,0.8,1.2,0.4,0,0,0,15,14,0,0,0,98.0,79.0,19.0,0,2,0,FC Barcelona,FC Internazionale Milano,2025-04-30 21:00:00+00:00,3.0,3.0
4,1,0,13,4,0,1,12,11,10,1.8,0.6,3.0,2.2,0,0,1,6,6,0,0,0,79.0,98.0,-19.0,0,2,1,FC Internazionale Milano,FC Barcelona,2025-05-06 21:00:00+00:00,4.0,3.0
3,0,2,9,4,0,1,12,9,10,3.0,1.2,3.2,1.0,1,1,0,8,8,0,0,0,92.0,97.0,-5.0,0,2,1,Paris Saint-Germain FC,Arsenal FC,2025-05-07 21:00:00+00:00,2.0,1.0
4,0,1,12,3,1,1,10,12,11,3.2,1.0,1.6,1.0,0,0,0,24,25,0,0,0,92.0,79.0,13.0,0,2,1,Paris Saint-Germain FC,FC Internazionale Milano,2025-05-31 21:00:00+00:00,5.0,0.0
